"157","S","","1","157101","0","0","","0","1","S","0"
"157","Q","","1","157201","1","1","101","0","2","R","0"
"157","S","","1","157301","2","0","","0","3","S","0"
"157","S","","1","157401","3","0","88","0","4","S","0"
"157","M","","2","157102","4","1","104","0","1","M","0"
"157","M","","2","157202","5","1","102","0","2","M","0"
"157","M","","2","157302","6","1","79","0","3","M","0"
"157","L","1","2","157402","7","1","25","5","4","L","6"
"157","V","","3","157103","8","0","","0","1","V","0"
"157","V","","3","157203","9","0","","0","2","V","0"
"157","V","","3","157303","10","0","","0","3","V","0"
"157","T","1","3","157403","11","1","81","5","4","T","6"
"157","M","","4","157104","12","1","103","0","1","M","0"
"157","L","1","4","157204","13","1","82","5","2","M","6"
"157","M","","4","157304","14","1","80","0","3","M","0"
"157","M","","4","157404","15","0","","0","4","M","0"
"157","V","","5","157105","16","0","","0","1","V","0"
"157","V","","5","157205","17","0","","0","2","V","0"
"157","V","","5","157305","18","0","","0","3","V","0"
"157","V","","5","157405","19","0","","0","4","V","0"
"157","N","","6","157106","20","0","","0","1","N","0"
"157","N","","6","157206","21","0","","0","2","N","0"
"157","N","","6","157306","22","0","","0","3","N","0"
"157","N","","6","157406","23","0","","0","4","N","0"
"157","V","","7","157107","24","0","","0","1","V","0"
"157","V","","7","157207","25","0","","0","2","V","0"
"157","V","","7","157307","26","0","","0","3","V","0"
"157","V","","7","157407","27","0","","0","4","V","0"
"157","V","","8","157108","28","0","","0","1","V","0"
"157","V","","8","157208","29","0","","0","2","V","0"
"157","V","","8","157308","30","0","","0","3","V","0"
"157","V","","8","157408","31","0","","0","4","V","0"
"157","N","","9","157109","32","0","","0","1","N","0"
"157","N","","9","157209","33","0","","0","2","N","0"
"157","N","","9","157309","34","0","","0","3","N","0"
"157","N","","9","157409","35","0","","0","4","N","0"
"157","V","","10","157110","36","0","","0","1","V","0"
"157","V","","10","157210","37","0","","0","2","V","0"
"157","V","","10","157310","38","0","","0","3","V","0"
"157","V","","10","157410","39","0","","0","4","V","0"
"157","N","","11","157111","40","0","","0","1","N","0"
"157","N","","11","157211","41","0","","0","2","N","0"
"157","N","","11","157311","42","0","","0","3","N","0"
"157","M","","11","157411","43","0","","0","4","M","0"
"157","P","","12","157112","44","0","","0","1","P","0"
"157","P","","12","157212","45","0","","0","2","P","0"
"157","P","","12","157312","46","0","","0","3","P","0"
"157","P","","12","157412","47","0","","0","4","P","0"
"158","P","","1","158101","48","0","","0","1","P","0"
"158","P","","1","158201","49","0","","0","2","P","0"
"158","P","","1","158301","50","0","","0","3","P","0"
"158","P","","1","158401","51","0","","0","4","P","0"
"158","N","","2","158102","52","0","","0","1","N","0"
"158","N","","2","158202","53","0","","0","2","N","0"
"158","N","","2","158302","54","0","","0","3","N","0"
"158","N","","2","158402","55","0","","0","4","N","0"
"158","V","","3","158103","56","0","","0","1","V","0"
"158","V","","3","158203","57","0","","0","2","V","0"
"158","N","","3","158303","58","0","","0","3","N","0"
"158","N","","3","158403","59","0","","0","4","N","0"
"158","N","","4","158104","60","0","","0","1","N","0"
"158","M","","4","158204","61","0","","0","2","M","0"
"158","N","","4","158304","62","0","","0","3","N","0"
"158","N","","4","158404","63","0","","0","4","N","0"
"158","V","","5","158105","64","0","","0","1","V","0"
"158","V","","5","158205","65","0","","0","2","V","0"
"158","V","","5","158305","66","0","","0","3","V","0"
"158","V","","5","158405","67","0","","0","4","V","0"
"158","N","","6","158106","68","0","","0","1","N","0"
"158","N","","6","158206","69","0","","0","2","N","0"
"158","N","","6","158306","70","0","","0","3","N","0"
