"0","157101","157","1","1","S","S","","0","0","0",""
"1","157201","157","2","1","Q","R","","0","0","1","101"
"2","157301","157","3","1","S","S","","0","0","0",""
"3","157401","157","4","1","S","S","","0","0","0","88"
"4","157102","157","1","2","M","M","","0","0","1","104"
"5","157202","157","2","2","M","M","","0","0","1","102"
"6","157302","157","3","2","M","M","","0","0","1","79"
"7","157402","157","4","2","L","L","1","5","6","1","25"
"8","157103","157","1","3","V","V","","0","0","0",""
"9","157203","157","2","3","V","V","","0","0","0",""
"10","157303","157","3","3","V","V","","0","0","0",""
"11","157403","157","4","3","T","T","1","5","6","1","81"
"12","157104","157","1","4","M","M","","0","0","1","103"
"13","157204","157","2","4","L","M","1","5","6","1","82"
"14","157304","157","3","4","M","M","","0","0","1","80"
"15","157404","157","4","4","M","M","","0","0","0",""
"16","157105","157","1","5","V","V","","0","0","0",""
"17","157205","157","2","5","V","V","","0","0","0",""
"18","157305","157","3","5","V","V","","0","0","0",""
"19","157405","157","4","5","V","V","","0","0","0",""
"20","157106","157","1","6","N","N","","0","0","0",""
"21","157206","157","2","6","N","N","","0","0","0",""
"22","157306","157","3","6","N","N","","0","0","0",""
"23","157406","157","4","6","N","N","","0","0","0",""
"24","157107","157","1","7","V","V","","0","0","0",""
"25","157207","157","2","7","V","V","","0","0","0",""
"26","157307","157","3","7","V","V","","0","0","0",""
"27","157407","157","4","7","V","V","","0","0","0",""
"28","157108","157","1","8","V","V","","0","0","0",""
"29","157208","157","2","8","V","V","","0","0","0",""
"30","157308","157","3","8","V","V","","0","0","0",""
"31","157408","157","4","8","V","V","","0","0","0",""
"32","157109","157","1","9","N","N","","0","0","0",""
"33","157209","157","2","9","N","N","","0","0","0",""
"34","157309","157","3","9","N","N","","0","0","0",""
"35","157409","157","4","9","N","N","","0","0","0",""
"36","157110","157","1","10","V","V","","0","0","0",""
"37","157210","157","2","10","V","V","","0","0","0",""
"38","157310","157","3","10","V","V","","0","0","0",""
"39","157410","157","4","10","V","V","","0","0","0",""
"40","157111","157","1","11","N","N","","0","0","0",""
"41","157211","157","2","11","N","N","","0","0","0",""
"42","157311","157","3","11","N","N","","0","0","0",""
"43","157411","157","4","11","M","M","","0","0","0",""
"44","157112","157","1","12","P","P","","0","0","0",""
"45","157212","157","2","12","P","P","","0","0","0",""
"46","157312","157","3","12","P","P","","0","0","0",""
"47","157412","157","4","12","P","P","","0","0","0",""
"48","158101","158","1","1","P","P","","0","0","0",""
"49","158201","158","2","1","P","P","","0","0","0",""
"50","158301","158","3","1","P","P","","0","0","0",""
"51","158401","158","4","1","P","P","","0","0","0",""
"52","158102","158","1","2","N","N","","0","0","0",""
"53","158202","158","2","2","N","N","","0","0","0",""
"54","158302","158","3","2","N","N","","0","0","0",""
"55","158402","158","4","2","N","N","","0","0","0",""
"56","158103","158","1","3","V","V","","0","0","0",""
"57","158203","158","2","3","V","V","","0","0","0",""
"58","158303","158","3","3","N","N","","0","0","0",""
"59","158403","158","4","3","N","N","","0","0","0",""
"60","158104","158","1","4","N","N","","0","0","0",""
"61","158204","158","2","4","M","M","","0","0","0",""
"62","158304","158","3","4","N","N","","0","0","0",""
"63","158404","158","4","4","N","N","","0","0","0",""
"64","158105","158","1","5","V","V","","0","0","0",""
"65","158205","158","2","5","V","V","","0","0","0",""
"66","158305","158","3","5","V","V","","0","0","0",""
"67","158405","158","4","5","V","V","","0","0","0",""
"68","158106","158","1","6","N","N","","0","0","0",""
"69","158206","158","2","6","N","N","","0","0","0",""
"70","158306","158","3","6","N","N","","0","0","0",""
"71","158406","158","4","6","N","N","","0","0","0",""
"72","158107","158","1","7","V","V","","0","0","0",""
"73","158207","158","2","7","V","V","","0","0","0",""
"74","158307","158","3","7","V","V","","0","0","0",""
"75","158407","158","4","7","V","V","","0","0","0",""
"76","158108","158","1","8","N","N","","0","0","0",""
"77","158208","158","2","8","N","N","","0","0","0",""
"78","158308","158","3","8","N","N","","0","0","0",""
"79","158408","158","4","8","N","N","","0","0","0",""
"80","158109","158","1","9","V","V","","0","0","0",""
"81","158209","158","2","9","V","V","","0","0","0",""
"82","158309","158","3","9","V","V","","0","0","0",""
"83","158409","158","4","9","V","V","","0","0","0",""
"84","158110","158","1","10","N","N","","0","0","0",""
"85","158210","158","2","10","N","N","","0","0","0",""
"86","158310","158","3","10","N","N","","0","0","0",""
"87","158410","158","4","10","M","M","","0","0","0",""
"88","158111","158","1","11","V","V","","0","0","0",""
"89","158211","158","2","11","V","V","","0","0","0",""
"90","158311","158","3","11","U","U","","0","0","0",""
"91","158411","158","4","11","V","V","","0","0","0",""
"92","158112","158","1","12","N","N","","0","0","0",""
"93","158212","158","2","12","N","N","","0","0","0",""
"94","158312","158","3","12","N","N","","0","0","0",""
"95","158412","158","4","12","N","N","","0","0","0",""
"96","158113","158","1","13","P","P","","0","0","0",""
"97","158213","158","2","13","P","P","","0","0","0",""
"98","158313","158","3","13","P","P","","0","0","0",""
"99","158413","158","4","13","P","P","","0","0","0",""
"100","159101","159","1","1","P","P","","0","0","0",""
"101","159201","159","2","1","P","P","","0","0","0",""
"102","159301","159","3","1","P","P","","0","0","0",""
"103","159401","159","4","1","P","P","","0","0","0",""
"104","159102","159","1","2","N","N","","0","0","0",""
"105","159202","159","2","2","N","N","","0","0","0",""
"106","159302","159","3","2","N","N","","0","0","0",""
"107","159402","159","4","2","N","N","","0","0","0",""
"108","159103","159","1","3","V","V","","0","0","0",""
"109","159203","159","2","3","V","V","","0","0","0",""
"110","159303","159","3","3","V","V","","0","0","0",""
"111","159403","159","4","3","U","U","","0","0","0",""
"112","159104","159","1","4","V","V","","0","0","0",""
"113","159204","159","2","4","V","V","","0","0","0",""
"114","159304","159","3","4","V","V","","0","0","0",""
"115","159404","159","4","4","V","V","","0","0","0",""
"116","159105","159","1","5","N","N","","0","0","0",""
"117","159205","159","2","5","N","N","","0","0","0",""
"118","159305","159","3","5","N","N","","0","0","0",""
"119","159405","159","4","5","N","N","","0","0","0",""
"120","159106","159","1","6","V","V","","0","0","0",""
"121","159206","159","2","6","V","V","","0","0","0",""
"122","159306","159","3","6","V","V","","0","0","0",""
"123","159406","159","4","6","V","V","","0","0","0",""
"124","159107","159","1","7","N","N","","0","0","0",""
"125","159207","159","2","7","M","M","","0","0","0",""
"126","159307","159","3","7","M","M","","0","0","0",""
"127","159407","159","4","7","M","M","","0","0","1","83"
"128","159108","159","1","8","V","V","","0","0","0",""
"129","159208","159","2","8","V","V","","0","0","0",""
"130","159308","159","3","8","V","V","","0","0","0",""
"131","159408","159","4","8","V","V","","0","0","0",""
"132","159109","159","1","9","N","N","","0","0","0",""
"133","159209","159","2","9","N","N","","0","0","0",""
"134","159309","159","3","9","N","N","","0","0","0",""
"135","159409","159","4","9","N","N","","0","0","0",""
"136","159110","159","1","10","P","P","","0","0","0",""
"137","159210","159","2","10","P","P","","0","0","0",""
"138","159310","159","3","10","P","P","","0","0","0",""
"139","159410","159","4","10","P","P","","0","0","0",""
"140","160101","160","1","1","P","P","","0","0","0",""
"141","160201","160","2","1","P","P","","0","0","0",""
"142","160301","160","3","1","P","P","","0","0","0",""
"143","160401","160","4","1","P","P","","0","0","0",""
"144","160102","160","1","2","N","N","","0","0","0",""
"145","160202","160","2","2","N","N","","0","0","0",""
"146","160302","160","3","2","N","N","","0","0","0",""
"147","160402","160","4","2","N","N","","0","0","0",""
"148","160103","160","1","3","V","V","","0","0","0",""
"149","160203","160","2","3","V","V","","0","0","0",""
"150","160303","160","3","3","V","V","","0","0","0",""
"151","160403","160","4","3","V","V","","0","0","0",""
"152","160104","160","1","4","N","N","","0","0","0",""
"153","160204","160","2","4","N","N","","0","0","0",""
"154","160304","160","3","4","N","N","","0","0","0",""
"155","160404","160","4","4","L","L","","0","0","0",""
"156","160105","160","1","5","V","V","","0","0","0",""
"157","160205","160","2","5","V","V","","0","0","0",""
"158","160305","160","3","5","V","V","","0","0","0",""
"159","160405","160","4","5","V","V","","0","0","0",""
"160","160106","160","1","6","N","N","","0","0","0",""
"161","160206","160","2","6","N","N","","0","0","0",""
"162","160306","160","3","6","N","N","","0","0","0",""
"163","160406","160","4","6","N","N","","0","0","0",""
"164","160107","160","1","7","V","V","","0","0","0",""
"165","160207","160","2","7","V","V","","0","0","0",""
"166","160307","160","3","7","V","V","","0","0","0",""
"167","160407","160","4","7","V","V","","0","0","0",""
"168","160108","160","1","8","N","N","","0","0","0",""
"169","160208","160","2","8","N","N","","0","0","0",""
"170","160308","160","3","8","N","N","","0","0","0",""
"171","160408","160","4","8","N","N","","0","0","0",""
"172","160109","160","1","9","P","P","","0","0","0",""
"173","160209","160","2","9","P","P","","0","0","0",""
"174","160309","160","3","9","P","P","","0","0","0",""
"175","160409","160","4","9","P","P","","0","0","0",""
"176","161101","161","1","1","P","P","","0","0","0",""
"177","161201","161","2","1","P","P","","0","0","0",""
"178","161301","161","3","1","P","P","","0","0","0",""
"179","161401","161","4","1","P","P","","0","0","0",""
"180","161102","161","1","2","N","N","","0","0","0",""
"181","161202","161","2","2","N","N","","0","0","0",""
"182","161302","161","3","2","N","N","","0","0","0",""
"183","161402","161","4","2","N","N","","0","0","0",""
"184","161103","161","1","3","V","V","","0","0","0",""
"185","161203","161","2","3","V","V","","0","0","0",""
"186","161303","161","3","3","V","V","","0","0","0",""
"187","161403","161","4","3","V","V","","0","0","0",""
"188","161104","161","1","4","N","N","","0","0","0",""
"189","161204","161","2","4","N","N","","0","0","0",""
"190","161304","161","3","4","N","N","","0","0","0",""
"191","161404","161","4","4","N","N","","0","0","0",""
"192","161105","161","1","5","V","V","","0","0","0",""
"193","161205","161","2","5","V","V","","0","0","0",""
"194","161305","161","3","5","V","V","","0","0","0",""
"195","161405","161","4","5","V","V","","0","0","0",""
"196","161106","161","1","6","N","N","","0","0","0",""
"197","161206","161","2","6","N","N","","0","0","0",""
"198","161306","161","3","6","N","N","","0","0","0",""
"199","161406","161","4","6","N","N","","0","0","0",""
